Rented Bike Count	Hour	Temperature(C)	Humidity(%)	Wind_speed (m/s)	Visibility_(10m)	Dew_point temperature(C)	Solar_Radiation(MJ/m2)	Rainfall(mm)	Snowfall(cm)	Seasons	Holiday	Functioning_Day
1579	13	24.3	37	2.3	1583	8.6	2.22	0	0	Spring	No Holiday	Yes
1730	14	24.2	36	4	1907	8.1	2.16	0	0	Spring	No Holiday	Yes
2019	15	23.9	37	2.6	1889	8.3	1.82	0	0	Spring	No Holiday	Yes
2242	16	24	36	1.6	1811	7.9	1.34	0	0	Spring	No Holiday	Yes
2307	17	23.5	32	3.2	1925	0	1.01	0	0	Spring	No Holiday	Yes
2267	18	23	36	2.8	1904	7.1	0.85	0	0	Spring	No Holiday	Yes
2207	19	21.7	38	2.1	1857	6.7	0.27	0	0	Spring	No Holiday	Yes
2044	20	20.6	41	2.3	1788	6.8	0.09	0	0	Spring	No Holiday	Yes
1729	21	19.5	46	1.8	1734	7.5	0	0	0	Spring	No Holiday	Yes
1374	22	18.6	50	1	1830	7.9	0	0	0	Spring	No Holiday	Yes
1071	23	17.9	53	1.9	1774	8.1	0	0	0	Spring	No Holiday	Yes
770	0	17.3	55	0.7	1741	8.1	0	0	0	Spring	No Holiday	Yes
440	1	16.7	60	0.8	1806	8.8	0	0	0	Spring	No Holiday	Yes
335	2	16.5	58	0.3	1759	8.1	0	0	0	Spring	No Holiday	Yes
185	3	17.1	56	0.4	1583	8.2	0	0	0	Spring	No Holiday	Yes
134	4	17.2	0	0.4	1619	8.8	0	0	0	Spring	No Holiday	Yes
247	5	16.6	0	0.9	1361	9.7	0	0	0	Spring	No Holiday	Yes
641	6	16.2	0	0.5	1588	9.3	0.05	0	0	Spring	No Holiday	Yes
1502	7	16.8	0	0.8	1387	8.9	0.36	0	0	Spring	No Holiday	Yes
2194	8	19.5	50	0.7	1329	8.7	1.19	0	0	Spring	No Holiday	Yes
1131	9	21.7	48	1.1	1806	10.2	1.92	0	0	Spring	No Holiday	Yes
828	10	23.3	49	1.1	1881	11.9	2.46	0	0	Spring	No Holiday	Yes
986	11	25.1	45	0.9	1982	12.3	2.9	0	0	Spring	No Holiday	Yes
1139	12	26.3	44	1.8	2000	13	3.24	0	0	Spring	No Holiday	Yes
1124	13	27.7	39	1.9	1882	12.4	3.33	0	0	Spring	No Holiday	Yes
1128	14	28.7	36	2.6	1853	12.1	3.21	0	0	Spring	No Holiday	Yes
1258	15	28.4	43	3.1	900	14.6	2.28	0	0	Spring	No Holiday	Yes
1497	16	28.1	43	3.4	845	14.3	2.32	0	0	Spring	No Holiday	Yes
2060	17	26.9	45	3.5	990	13.9	1.64	0	0	Spring	No Holiday	Yes
3245	18	26	39	2.7	1950	10.9	1.07	0	0	Spring	No Holiday	Yes
2656	19	24.4	44	2.8	1979	11.3	0.45	0	0	Spring	No Holiday	Yes
2252	20	23	49	2.4	1905	11.7	0.07	0	0	Spring	No Holiday	Yes
2140	21	21.8	50	2.1	1950	10.9	0	0	0	Spring	No Holiday	Yes
1881	22	21.1	54	0.6	2000	11.4	0	0	0	Spring	No Holiday	Yes
1247	23	20.9	53	1.6	1712	10.9	0	0	0	Spring	No Holiday	Yes
841	0	20.6	54	2.6	1737	0	0	0	0	Spring	No Holiday	Yes
721	1	20.3	55	1.1	1756	0	0	0	0	Spring	No Holiday	Yes
466	2	20.2	56	2.3	1498	0	0	0	0	Spring	No Holiday	Yes
285	3	20	58	1.8	1279	11.4	0	0	0	Spring	No Holiday	Yes
204	4	19.8	60	1.9	1364	11.8	0	0	0	Spring	No Holiday	Yes
252	5	19.6	64	0.3	1483	12.5	0	0	0	Spring	No Holiday	Yes
625	6	19.5	64	0.4	1268	12.5	0.02	0	0	Spring	No Holiday	Yes
1427	7	19.9	63	1.1	934	12.6	0.24	0	0	Spring	No Holiday	Yes
2234	8	20.5	66	1.7	1062	13.9	0.34	0	0	Spring	No Holiday	Yes
1192	9	21	67	1.1	1012	14.6	0.54	0	0	Spring	No Holiday	Yes
893	10	21.6	68	1.6	980	15.4	0.83	0	0	Spring	No Holiday	Yes
949	11	23.1	63	2.6	949	15.6	1.68	0	0	Spring	No Holiday	Yes
1184	12	23.1	64	2.6	1250	15.9	1.35	0	0	Spring	No Holiday	Yes
1103	13	24.2	58	1.5	1030	15.4	1.66	0	0	Spring	No Holiday	Yes
1174	14	25.5	53	2	981	15.2	2.5	0	0	Spring	No Holiday	Yes
1234	15	25.7	56	1.8	1112	16.2	1.71	0	0	Spring	No Holiday	Yes
1592	16	23.6	66	4.2	1208	16.8	0.89	0	0	Spring	No Holiday	Yes
2022	17	23.9	65	1.9	1425	16.9	1.02	0	0	Spring	No Holiday	Yes
2154	18	23.1	68	2.9	1506	16.8	0.42	0	0	Spring	No Holiday	Yes
477	19	22.3	71	2.5	1268	16.7	0.14	0	0	Spring	No Holiday	Yes
422	20	20.1	88	2.2	572	18	0	1	0	Spring	No Holiday	Yes
1041	21	19.9	93	1.4	416	18.7	0	0	0	Spring	No Holiday	Yes
1121	22	19.9	85	1.7	559	17.2	0	0	0	Spring	No Holiday	Yes
742	23	19.5	89	1.7	304	17.6	0	0	0	Spring	No Holiday	Yes
507	0	19.1	84	1.6	540	16.3	0	0	0	Spring	No Holiday	Yes
570	1	18.8	84	0.5	488	16	0	0	0	Spring	No Holiday	Yes
422	2	18.7	83	0.6	469	15.7	0	0	0	Spring	No Holiday	Yes
238	3	18.4	86	0.6	360	16	0	0	0	Spring	No Holiday	Yes
167	4	18.3	84	0.9	409	15.5	0	0	0	Spring	No Holiday	Yes
239	5	18.4	84	0.6	352	15.6	0	0	0	Spring	No Holiday	Yes
505	6	18.6	84	0.7	316	15.8	0.01	0	0	Spring	No Holiday	Yes
1150	7	18.9	85	0.6	289	16.3	0.12	0	0	Spring	No Holiday	Yes
1937	8	19.3	83	0.6	394	16.3	0.23	0	0	Spring	No Holiday	Yes
1200	9	19.8	79	1.3	405	16	0.45	0	0	Spring	No Holiday	Yes
916	10	21.4	71	1.7	476	15.9	1.43	0	0	Spring	No Holiday	Yes
975	11	22.8	66	2.7	1270	16.1	2.76	0	0	Spring	No Holiday	Yes
1187	12	23.2	64	3	1305	16	2.08	0	0	Spring	No Holiday	Yes
1134	13	24	56	2.6	1282	14.6	2.94	0	0	Spring	No Holiday	Yes
1119	14	24.3	58	2.9	1211	15.5	2.92	0	0	Spring	No Holiday	Yes
1280	15	24.3	52	3	1447	13.8	2.55	0	0	Spring	No Holiday	Yes
1571	16	24.7	47	3	1594	12.6	2.44	0	0	Spring	No Holiday	Yes
2166	17	24.1	41	2.2	1980	10	1.9	0	0	Spring	No Holiday	Yes
3251	18	23.6	42	2.1	2000	9.9	1.23	0	0	Spring	No Holiday	Yes
2650	19	21.2	52	3.6	1856	10.9	0.55	0	0	Spring	No Holiday	Yes
2224	20	19.1	64	2.6	1530	12.1	0.06	0	0	Spring	No Holiday	Yes
2074	21	18.2	69	2	1286	12.4	0	0	0	Spring	No Holiday	Yes
1732	22	17.3	76	1.7	801	13	0	0	0	Spring	No Holiday	Yes
1158	23	16.4	80	1.5	642	12.9	0	0	0	Spring	No Holiday	Yes
844	0	15.8	82	1.6	546	12.7	0	0	0	Spring	No Holiday	Yes
610	1	15.5	82	1.5	513	12.4	0	0	0	Spring	No Holiday	Yes
470	2	15.2	84	0.7	485	12.5	0	0	0	Spring	No Holiday	Yes
328	3	15	84	1.3	473	12.3	0	0	0	Spring	No Holiday	Yes
188	4	14.8	85	0.7	478	12.2	0	0	0	Spring	No Holiday	Yes
265	5	14.4	82	1.2	708	11.3	0	0	0	Spring	No Holiday	Yes
646	6	14.3	82	0.7	653	11.2	0.05	0	0	Spring	No Holiday	Yes
1401	7	14.9	71	0.9	651	9.6	0.47	0	0	Spring	No Holiday	Yes
2281	8	16.9	65	1.6	896	10.2	1.21	0	0	Spring	No Holiday	Yes
1277	9	18.8	59	1.6	1233	10.6	1.9	0	0	Spring	No Holiday	Yes
936	10	20.8	54	1.2	1129	11.1	2.45	0	0	Spring	No Holiday	Yes
979	11	22	54	2.7	1189	12.2	2.89	0	0	Spring	No Holiday	Yes
1134	12	23.7	44	1.3	1624	10.7	3.2	0	0	Spring	No Holiday	Yes
1151	13	25	47	2.5	1120	12.8	3.34	0	0	Spring	No Holiday	Yes
1164	14	25.9	43	2.7	1493	12.3	2.97	0	0	Spring	No Holiday	Yes
1280	15	26.9	37	2.7	1850	10.9	2.9	0	0	Spring	No Holiday	Yes
1550	16	27.3	38	2.9	1784	11.7	2.41	0	0	Spring	No Holiday	Yes
2047	17	27.2	42	2.9	1828	13.1	1.79	0	0	Spring	No Holiday	Yes
3119	18	26.4	42	3.1	1995	12.4	0.79	0	0	Spring	No Holiday	Yes
2534	19	25.2	53	3.1	1983	0	0.51	0	0	Spring	No Holiday	Yes
2164	20	23.1	58	2.9	1950	14.3	0.06	0	0	Spring	No Holiday	Yes
2070	21	21.9	60	2.5	1551	13.7	0	0	0	Spring	No Holiday	Yes
1900	22	21.1	59	2.1	1874	12.7	0	0	0	Spring	No Holiday	Yes
1343	23	20.5	62	2.2	1903	12.9	0	0	0	Spring	No Holiday	Yes
963	0	20.1	63	1.1	1698	12.8	0	0	0	Summer	No Holiday	Yes
776	1	19.5	65	0.4	1662	12.7	0	0	0	Summer	No Holiday	Yes
554	2	19	72	1.4	1258	13.8	0	0	0	Summer	No Holiday	Yes
366	3	18.6	72	1.4	1340	13.4	0	0	0	Summer	No Holiday	Yes
265	4	18.1	76	1.8	561	13.7	0	0	0	Summer	No Holiday	Yes
306	5	17.8	75	1	1210	13.3	0	0	0	Summer	No Holiday	Yes
672	6	17.5	76	1.2	1161	13.2	0.05	0	0	Summer	No Holiday	Yes
1421	7	18.1	64	0.6	923	11.1	0.47	0	0	Summer	No Holiday	Yes
2149	8	20.6	55	0.7	1200	11.2	1.21	0	0	Summer	No Holiday	Yes
1219	9	23.1	52	1.7	1012	12.6	1.88	0	0	Summer	No Holiday	Yes
862	10	25.3	45	1.3	1371	12.5	2.45	0	0	Summer	No Holiday	Yes
1036	11	26.8	38	2.6	1879	11.2	2.99	0	0	Summer	No Holiday	Yes
1076	12	28.2	34	2.6	1867	10.8	3.26	0	0	Summer	No Holiday	Yes
1093	13	29.4	33	2.2	1535	11.4	3.3	0	0	Summer	No Holiday	Yes
1071	14	29.6	31	3.7	1988	10.6	3.25	0	0	Summer	No Holiday	Yes
1235	15	29.9	36	3.3	1866	13.2	2.94	0	0	Summer	No Holiday	Yes
1488	16	29.9	34	3.2	1912	12.3	2.46	0	0	Summer	No Holiday	Yes
2123	17	29.2	35	4.3	1967	12.1	1.87	0	0	Summer	No Holiday	Yes
3088	18	28.5	36	3	1981	11.9	1.21	0	0	Summer	No Holiday	Yes
2505	19	26.8	35	1.9	2000	10	0.54	0	0	Summer	No Holiday	Yes
2163	20	25	39	2.8	2000	10	0.06	0	0	Summer	No Holiday	Yes
2066	21	23.5	44	1.6	2000	10.5	0	0	0	Summer	No Holiday	Yes
1991	22	22.7	44	1.5	2000	9.8	0	0	0	Summer	No Holiday	Yes
1440	23	21.8	49	1.6	1965	10.6	0	0	0	Summer	No Holiday	Yes
1165	0	20.9	53	1.4	1717	10.9	0	0	0	Summer	No Holiday	Yes
989	1	20.2	57	0.4	1428	11.4	0	0	0	Summer	No Holiday	Yes
677	2	19.6	60	1.9	1200	11.6	0	0	0	Summer	No Holiday	Yes
475	3	18.9	63	1.5	1007	11.6	0	0	0	Summer	No Holiday	Yes
312	4	18.3	66	1.3	929	11.8	0	0	0	Summer	No Holiday	Yes
264	5	17.8	69	1.1	951	12	0	0	0	Summer	No Holiday	Yes
342	6	17.7	68	1.3	842	11.7	0.05	0	0	Summer	No Holiday	Yes
560	7	18.1	59	0.6	789	9.9	0.47	0	0	Summer	No Holiday	Yes
898	8	20.4	54	1	828	10.7	1.23	0	0	Summer	No Holiday	Yes
1005	9	23.3	43	1.2	1257	10	1.91	0	0	Summer	No Holiday	Yes
1044	10	25.5	33	1.1	1815	0	2.52	0	0	Summer	No Holiday	Yes
1094	11	27.3	35	2.3	1537	10.4	2.98	0	0	Summer	No Holiday	Yes
1253	12	28.3	30	3	1675	9	3.29	0	0	Summer	No Holiday	Yes
1334	13	29.6	24	2.4	1873	6.8	3.42	0	0	Summer	No Holiday	Yes
1396	14	29.8	23	3.6	1945	6.4	3.32	0	0	Summer	No Holiday	Yes
1535	15	29.8	24	2.9	1939	7	3	0	0	Summer	No Holiday	Yes
1707	16	29.6	26	3.7	2000	8	2.58	0	0	Summer	No Holiday	Yes
2025	17	28.9	22	2.7	1965	5	1.93	0	0	Summer	No Holiday	Yes
2246	18	27.4	29	3.6	2000	7.7	1.19	0	0	Summer	No Holiday	Yes
2337	19	25.4	33	2.7	2000	7.9	0.54	0	0	Summer	No Holiday	Yes
2338	20	23.4	38	2.3	2000	8.2	0.06	0	0	Summer	No Holiday	Yes
2238	21	22.1	44	2.5	2000	9.2	0	0	0	Summer	No Holiday	Yes
1969	22	21.4	48	1.6	2000	9.9	0	0	0	Summer	No Holiday	Yes
1490	23	20.6	52	0.5	2000	10.3	0	0	0	Summer	No Holiday	Yes
1248	0	19.7	55	2	1986	10.3	0	0	0	Summer	No Holiday	Yes
902	1	19.2	57	0.8	1985	10.4	0	0	0	Summer	No Holiday	Yes
673	2	18.6	60	1.8	1841	10.6	0	0	0	Summer	No Holiday	Yes
437	3	18	64	1.3	1560	11	0	0	0	Summer	No Holiday	Yes
294	4	17.4	65	0.8	1093	10.7	0	0	0	Summer	No Holiday	Yes
193	5	17.1	66	0.3	1370	10.6	0	0	0	Summer	No Holiday	Yes
228	6	16.9	62	0.4	1768	9.5	0.06	0	0	Summer	No Holiday	Yes
423	7	18	54	0.7	1997	8.5	0.51	0	0	Summer	No Holiday	Yes
659	8	20.3	47	1.5	1785	8.6	1.05	0	0	Summer	No Holiday	Yes
831	9	22.7	39	0.7	1880	8	1.91	0	0	Summer	No Holiday	Yes
938	10	24.8	34	1.3	1869	7.8	2.09	0	0	Summer	No Holiday	Yes
977	11	26.7	30	1.1	1782	7.6	2.83	0	0	Summer	No Holiday	Yes
1134	12	28.7	27	1.7	1843	7.8	3.29	0	0	Summer	No Holiday	Yes
1393	13	29.4	24	2.7	1905	6.7	3.18	0	0	Summer	No Holiday	Yes
1399	14	29.8	26	2.2	1818	8.2	3.2	0	0	Summer	No Holiday	Yes
1556	15	30.7	21	2.5	1876	5.8	2.95	0	0	Summer	No Holiday	Yes
1834	16	30.4	28	3.6	1790	9.8	2.48	0	0	Summer	No Holiday	Yes
2131	17	29.5	29	4.1	1944	9.5	1.84	0	0	Summer	No Holiday	Yes
2349	18	29.3	25	2.4	1973	7.2	1.23	0	0	Summer	No Holiday	Yes
2514	19	27.4	29	2.4	2000	7.7	0.5	0	0	Summer	No Holiday	Yes
2460	20	25.3	32	2.2	1997	7.4	0.06	0	0	Summer	No Holiday	Yes
2173	21	24.2	32	2.1	2000	6.4	0	0	0	Summer	No Holiday	Yes
1741	22	23	38	1.2	1996	7.9	0	0	0	Summer	No Holiday	Yes
1274	23	22	44	0.8	1978	9.1	0	0	0	Summer	No Holiday	Yes
938	0	21.4	45	1.4	1964	8.9	0	0	0	Summer	No Holiday	Yes
596	1	20.7	47	0.9	1987	8.9	0	0	0	Summer	No Holiday	Yes
351	2	20.1	49	0.8	1978	9	0	0	0	Summer	No Holiday	Yes
244	3	19.6	51	1	1923	9.1	0	0	0	Summer	No Holiday	Yes
172	4	19.4	56	1.2	1752	10.3	0	0	0	Summer	No Holiday	Yes
299	5	19.2	56	0.9	1772	10.2	0	0	0	Summer	No Holiday	Yes
742	6	18.9	53	0.3	1871	9.1	0.04	0	0	Summer	No Holiday	Yes
1505	7	19.5	52	0.8	1818	9.3	0.46	0	0	Summer	No Holiday	Yes
2287	8	22.1	44	1.4	1435	9.2	1.16	0	0	Summer	No Holiday	Yes
1243	9	23.3	37	0.4	1336	7.7	1.28	0	0	Summer	No Holiday	Yes
970	10	25.1	40	2.7	1076	10.5	2.37	0	0	Summer	No Holiday	Yes
1008	11	26.1	37	2.4	1079	10.2	2.79	0	0	Summer	No Holiday	Yes
1152	12	26.3	36	3.1	1377	10	2.61	0	0	Summer	No Holiday	Yes
1085	13	27.4	30	2	1768	8.2	3.03	0	0	Summer	No Holiday	Yes
1148	14	26.5	43	3.9	1671	12.8	2.36	0	0	Summer	No Holiday	Yes
1249	15	25.5	43	2.9	1996	11.9	1.71	0	0	Summer	No Holiday	Yes
1671	16	25.5	43	3.2	1892	11.9	1.72	0	0	Summer	No Holiday	Yes
2190	17	24.9	46	2	1855	12.4	0.91	0	0	Summer	No Holiday	Yes
3380	18	24.4	48	1.9	1998	12.6	0.56	0	0	Summer	No Holiday	Yes
2788	19	23.9	51	2.3	2000	13.1	0.12	0	0	Summer	No Holiday	Yes
2508	20	23.4	43	1.1	2000	10	0.01	0	0	Summer	No Holiday	Yes
2377	21	22.6	62	1.1	1363	14.9	0	0	0	Summer	No Holiday	Yes
2000	22	22	64	1.8	1211	14.8	0	0	0	Summer	No Holiday	Yes
1354	23	21.4	68	2.7	972	15.2	0	0	0	Summer	No Holiday	Yes
927	0	20.5	71	2.8	1204	15	0	0	0	Summer	No Holiday	Yes
742	1	20	67	0.7	1426	13.6	0	0	0	Summer	No Holiday	Yes
448	2	19.7	66	0.5	1591	13.1	0	0	0	Summer	No Holiday	Yes
314	3	19.1	72	0.6	1370	13.9	0	0	0	Summer	No Holiday	Yes
214	4	18.5	72	0.6	1168	13.3	0	0	0	Summer	No Holiday	Yes
282	5	18.1	73	0.5	1182	13.1	0	0	0	Summer	No Holiday	Yes
733	6	17.8	73	0.4	1188	12.8	0.04	0	0	Summer	No Holiday	Yes
1602	7	18.8	64	0.7	1099	11.8	0.48	0	0	Summer	No Holiday	Yes
2322	8	21.5	58	1.1	1021	12.8	1.21	0	0	Summer	No Holiday	Yes
1344	9	23.5	51	1.4	1169	12.7	1.82	0	0	Summer	No Holiday	Yes
959	10	25.5	43	1	1568	11.9	2.49	0	0	Summer	No Holiday	Yes
974	11	26.8	37	1.6	1639	10.8	2.91	0	0	Summer	No Holiday	Yes
1111	12	28.2	35	1.2	1411	11.2	3.23	0	0	Summer	No Holiday	Yes
1058	13	28.6	34	2	1274	11.1	2.82	0	0	Summer	No Holiday	Yes
1120	14	28.9	34	2.7	1328	11.4	2.06	0	0	Summer	No Holiday	Yes
1250	15	29	38	3.4	749	13.2	2.12	0	0	Summer	No Holiday	Yes
1434	16	28.8	38	3.1	1027	13	2.14	0	0	Summer	No Holiday	Yes
2115	17	28.1	37	3.6	1346	12	1.56	0	0	Summer	No Holiday	Yes
3227	18	27.1	40	2.8	1811	12.3	1	0	0	Summer	No Holiday	Yes
2615	19	25.5	43	3.1	1760	11.9	0.41	0	0	Summer	No Holiday	Yes
2346	20	24	46	2.8	1896	11.6	0.06	0	0	Summer	No Holiday	Yes
2404	21	23.3	51	1.7	1654	12.5	0	0	0	Summer	No Holiday	Yes
2237	22	22.4	54	2.5	1778	12.6	0	0	0	Summer	No Holiday	Yes
1646	23	21.9	56	0.7	1898	12.7	0	0	0	Summer	No Holiday	Yes
1268	0	21.2	60	0.9	1789	13.1	0	0	0	Summer	Holiday	Yes
1031	1	20.6	63	0.6	1670	13.3	0	0	0	Summer	Holiday	Yes
792	2	20.1	65	1	1435	13.3	0	0	0	Summer	Holiday	Yes
562	3	19.6	68	1.7	1260	13.5	0	0	0	Summer	Holiday	Yes
332	4	19.2	68	0.8	1181	13.1	0	0	0	Summer	Holiday	Yes
218	5	18.7	73	1.4	1065	13.7	0	0	0	Summer	Holiday	Yes
351	6	18.5	73	1.1	1028	13.5	0.06	0	0	Summer	Holiday	Yes
536	7	19.3	63	0.7	916	12	0.46	0	0	Summer	Holiday	Yes
799	8	21.2	59	1.2	794	12.8	1.13	0	0	Summer	Holiday	Yes
925	9	22.9	56	2.3	763	13.6	1.74	0	0	Summer	Holiday	Yes
1087	10	24.3	53	2.9	949	14.1	2.37	0	0	Summer	Holiday	Yes
1152	11	25.8	52	2.1	905	15.1	2.84	0	0	Summer	Holiday	Yes
1400	12	27.3	51	2.8	703	16.2	3.16	0	0	Summer	Holiday	Yes
1444	13	27.3	52	3.1	613	16.5	3.21	0	0	Summer	Holiday	Yes
1603	14	27.4	50	3.5	615	16	3.01	0	0	Summer	Holiday	Yes
1674	15	27.6	49	3.7	656	15.9	2.79	0	0	Summer	Holiday	Yes
1940	16	27.9	47	2.8	824	15.5	2.36	0	0	Summer	Holiday	Yes
2104	17	27.4	48	2.7	1084	15.4	1.8	0	0	Summer	Holiday	Yes
2162	18	26.6	52	2.5	1368	15.9	1.09	0	0	Summer	Holiday	Yes
2163	19	24.9	56	3.1	1469	15.5	0.51	0	0	Summer	Holiday	Yes
2145	20	23.4	64	1.8	1144	16.1	0.07	0	0	Summer	Holiday	Yes
1935	21	22.1	72	2.5	923	16.8	0	0	0	Summer	Holiday	Yes
1624	22	20.8	78	1.8	763	16.8	0	0	0	Summer	Holiday	Yes
1251	23	20.1	77	3.1	797	15.9	0	0	0	Summer	Holiday	Yes
978	0	19.6	82	1.7	628	16.4	0	0	0	Summer	No Holiday	Yes
606	1	19.1	86	1.8	522	16.6	0	0	0	Summer	No Holiday	Yes
418	2	18.8	88	0.3	500	16.7	0	0	0	Summer	No Holiday	Yes
275	3	18.4	88	1.6	465	16.3	0	0	0	Summer	No Holiday	Yes
191	4	18.1	88	1.8	458	16	0	0	0	Summer	No Holiday	Yes
288	5	17.8	91	2.2	393	16.3	0	0	0	Summer	No Holiday	Yes
716	6	18.1	88	1.1	272	16	0.03	0	0	Summer	No Holiday	Yes
1551	7	18.6	85	2	307	16	0.16	0	0	Summer	No Holiday	Yes
2317	8	18.9	82	2.3	326	15.7	0.44	0	0	Summer	No Holiday	Yes
1342	9	20.5	73	1.6	364	15.4	1.23	0	0	Summer	No Holiday	Yes
914	10	22	69	2	488	16	2.04	0	0	Summer	No Holiday	Yes
967	11	23.4	62	1.8	603	15.6	2.87	0	0	Summer	No Holiday	Yes
1099	12	25	56	3	715	15.6	3.19	0	0	Summer	No Holiday	Yes
1071	13	26.7	47	2.4	806	14.4	3.26	0	0	Summer	No Holiday	Yes
1116	14	28.2	44	1.7	644	14.7	3.11	0	0	Summer	No Holiday	Yes
1171	15	29.3	41	2	609	14.6	2.63	0	0	Summer	No Holiday	Yes
1442	16	29.3	41	2	905	14.6	1.95	0	0	Summer	No Holiday	Yes
2002	17	28.2	51	3.3	879	17	1.73	0	0	Summer	No Holiday	Yes
3221	18	25.6	57	2.7	1217	16.4	0.96	0	0	Summer	No Holiday	Yes
2649	19	24	60	2.8	1379	15.7	0.38	0	0	Summer	No Holiday	Yes
2278	20	22.8	67	1.6	1219	16.3	0.06	0	0	Summer	No Holiday	Yes
2161	21	21.5	69	2.6	942	15.5	0	0	0	Summer	No Holiday	Yes
1939	22	20.9	71	1	763	15.4	0	0	0	Summer	No Holiday	Yes
1290	23	20.3	77	1.3	770	16.1	0	0	0	Summer	No Holiday	Yes
926	0	19.1	82	2.2	874	15.9	0	0	0	Summer	No Holiday	Yes
769	1	18.8	84	1.7	658	16	0	0	0	Summer	No Holiday	Yes
525	2	18.6	84	2.5	619	15.8	0	0	0	Summer	No Holiday	Yes
365	3	18.6	83	2.9	889	15.6	0	0	0	Summer	No Holiday	Yes
255	4	18.5	82	2	1072	15.3	0	0	0	Summer	No Holiday	Yes
299	5	18.6	81	0.8	1205	15.2	0	0	0	Summer	No Holiday	Yes
744	6	18.8	78	2	1259	14.8	0.01	0	0	Summer	No Holiday	Yes
1544	7	19.1	73	2	1300	14.1	0.3	0	0	Summer	No Holiday	Yes
2348	8	19.7	69	2	1448	13.8	0.54	0	0	Summer	No Holiday	Yes
1283	9	21.2	62	1.7	1384	13.6	1.45	0	0	Summer	No Holiday	Yes
1002	10	21.9	62	1.7	1664	14.2	1.36	0	0	Summer	No Holiday	Yes
1095	11	21.9	64	2.4	1359	14.7	1.03	0	0	Summer	No Holiday	Yes
1256	12	23.1	56	1.6	1222	13.8	1.71	0	0	Summer	No Holiday	Yes
1314	13	24.2	58	1.9	1015	15.4	1.87	0	0	Summer	No Holiday	Yes
1249	14	25	54	2.2	1146	15	1.86	0	0	Summer	No Holiday	Yes
1416	15	26.2	51	3.3	1104	15.2	2.87	0	0	Summer	No Holiday	Yes
1668	16	26.6	49	3.2	1200	15	2.35	0	0	Summer	No Holiday	Yes
2314	17	26.9	49	2.3	1210	15.2	1.72	0	0	Summer	No Holiday	Yes
3309	18	26.2	54	2.2	1183	16.1	0.88	0	0	Summer	No Holiday	Yes
2797	19	24.5	63	3.1	970	16.9	0.46	0	0	Summer	No Holiday	Yes
2476	20	22.6	71	1.8	856	17	0.11	0	0	Summer	No Holiday	Yes
2337	21	21.2	77	1.7	638	16.9	0	0	0	Summer	No Holiday	Yes
2140	22	20.5	78	0.9	550	16.5	0	0	0	Summer	No Holiday	Yes
1672	23	20	79	1.4	510	16.2	0	0	0	Summer	No Holiday	Yes
1247	0	19.7	83	1.5	390	16.7	0	0	0	Summer	No Holiday	Yes
1029	1	19.7	81	0.6	419	16.3	0	0	0	Summer	No Holiday	Yes
732	2	19.4	84	0.7	382	16.6	0	0	0	Summer	No Holiday	Yes
535	3	19.1	84	0.6	421	16.3	0	0	0	Summer	No Holiday	Yes
352	4	19	83	0.4	473	16	0	0	0	Summer	No Holiday	Yes
262	5	19	85	0.4	467	16.4	0	0	0	Summer	No Holiday	Yes
381	6	19	84	0.5	440	16.2	0.05	0	0	Summer	No Holiday	Yes
616	7	20.2	73	1.1	708	15.1	0.41	0	0	Summer	No Holiday	Yes
963	8	21.9	62	0.9	1071	14.2	1.03	0	0	Summer	No Holiday	Yes
1102	9	24	55	1.8	1411	14.3	1.81	0	0	Summer	No Holiday	Yes
1156	10	25.8	49	1.3	1442	14.2	2.42	0	0	Summer	No Holiday	Yes
1200	11	27.2	46	1.7	1301	14.5	2.88	0	0	Summer	No Holiday	Yes
1462	12	28.2	42	1.4	1563	14	2.84	0	0	Summer	No Holiday	Yes
1583	13	28.8	42	2	1438	14.6	2.38	0	0	Summer	No Holiday	Yes
1744	14	30.1	35	1.4	1583	12.9	2.53	0	0	Summer	No Holiday	Yes
1890	15	29.6	40	2.5	1546	14.5	1.96	0	0	Summer	No Holiday	Yes
2297	16	28.7	40	2.5	1474	13.7	1	0	0	Summer	No Holiday	Yes
2355	17	28.2	39	2.9	1653	12.9	0.7	0	0	Summer	No Holiday	Yes
1934	18	27.3	42	1.2	2000	13.2	0.19	0	0	Summer	No Holiday	Yes
1058	19	25.7	47	1.8	2000	13.5	0.04	0	0	Summer	No Holiday	Yes
246	20	23.7	62	1.6	1402	15.9	0	0.4	0	Summer	No Holiday	Yes
225	21	22.4	72	1.5	1816	17	0	0.1	0	Summer	No Holiday	Yes
776	22	21	75	1.3	2000	16.3	0	0	0	Summer	No Holiday	Yes
766	23	20.7	66	1.6	2000	14.1	0	0	0	Summer	No Holiday	Yes
483	0	20.2	66	1.5	2000	13.6	0	0	0	Summer	No Holiday	Yes
375	1	19.7	71	1.2	1986	14.2	0	0.5	0	Summer	No Holiday	Yes
162	2	19.2	69	1.3	2000	13.3	0	0	0	Summer	No Holiday	Yes
150	3	18.6	78	0.8	1997	14.6	0	0	0	Summer	No Holiday	Yes
174	4	18.3	72	1.7	2000	13.1	0	0	0	Summer	No Holiday	Yes
138	5	18.4	70	1.4	2000	12.8	0	0	0	Summer	No Holiday	Yes
216	6	18.3	71	0.9	2000	12.9	0	0	0	Summer	No Holiday	Yes
313	7	18.4	68	0.6	2000	12.3	0.04	0	0	Summer	No Holiday	Yes
